,Road_Configuration,Light_Condition
11043,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11044,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
11045,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
11046,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11047,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11048,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11049,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11050,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11051,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11052,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
11053,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11054,"TWO-WAY,NOT DIVIDED",DARK - UNKNOWN LIGHTING
11055,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11056,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11057,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11058,UNKNOWN,UNKNOWN
11059,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11060,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11061,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11062,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11063,"TWO-WAY,NOT DIVIDED",UNKNOWN
11064,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11065,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11066,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11067,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11068,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11069,UNKNOWN,UNKNOWN
11070,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11071,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11072,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11073,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11074,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11075,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11076,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11077,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11078,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - ROADWAY NOT LIGHTED
11079,UNKNOWN,UNKNOWN
11080,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11081,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11082,"ONE-WAY,NOT DIVIDED",DAYLIGHT
11083,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11084,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11085,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11086,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11087,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAWN
11088,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11089,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11090,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11091,"ONE-WAY,NOT DIVIDED",DAYLIGHT
11092,"TWO-WAY,NOT DIVIDED",DAWN
11093,"ONE-WAY,NOT DIVIDED",DARK - UNKNOWN LIGHTING
11094,"ONE-WAY,NOT DIVIDED",DAYLIGHT
11095,"TWO-WAY,NOT DIVIDED",UNKNOWN
11096,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
11097,"ONE-WAY,NOT DIVIDED",DAYLIGHT
11098,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11099,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - ROADWAY NOT LIGHTED
11100,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11101,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11102,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11103,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11104,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11105,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11106,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11107,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11108,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11109,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11110,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11111,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11112,"TWO-WAY,NOT DIVIDED",DUSK
11113,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11114,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11115,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11116,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11117,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11118,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11119,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11120,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11121,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11122,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11123,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11124,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11125,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11126,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11127,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11128,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11129,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11130,"ONE-WAY,NOT DIVIDED",DAYLIGHT
11131,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11132,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11133,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11134,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11135,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11136,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11137,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11138,"ONE-WAY,NOT DIVIDED",DAYLIGHT
11139,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11140,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11141,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11142,"ONE-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11143,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11144,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11145,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11146,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11147,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11148,"ONE-WAY,NOT DIVIDED",DAYLIGHT
11149,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11150,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - ROADWAY NOT LIGHTED
11151,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11152,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11153,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11154,"ONE-WAY,NOT DIVIDED",DAYLIGHT
11155,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
11156,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
11157,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11158,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11159,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11160,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11161,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11162,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11163,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11164,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11165,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11166,"ONE-WAY,NOT DIVIDED",DAYLIGHT
11167,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11168,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11169,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11170,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11171,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11172,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11173,"ONE-WAY,NOT DIVIDED",DAYLIGHT
11174,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11175,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11176,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DUSK
11177,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11178,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11179,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11180,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11181,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11182,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11183,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11184,UNKNOWN,UNKNOWN
11185,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11186,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11187,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11188,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11189,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11190,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - ROADWAY NOT LIGHTED
11191,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11192,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11193,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11194,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11195,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11196,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11197,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11198,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11199,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11200,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11201,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11202,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11203,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
11204,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11205,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11206,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11207,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11208,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11209,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11210,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11211,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11212,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11213,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11214,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAWN
11215,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11216,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11217,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11218,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11219,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11220,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11221,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11222,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
11223,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11224,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11225,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11226,"TWO-WAY,NOT DIVIDED",DUSK
11227,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11228,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11229,UNKNOWN,UNKNOWN
11230,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11231,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11232,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
11233,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11234,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11235,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11236,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11237,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
11238,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11239,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
11240,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11241,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
11242,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11243,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11244,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11245,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11246,"TWO-WAY,NOT DIVIDED",DUSK
11247,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11248,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11249,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11250,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11251,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
11252,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - ROADWAY NOT LIGHTED
11253,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11254,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11255,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11256,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11257,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11258,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11259,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11260,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - ROADWAY NOT LIGHTED
11261,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11262,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11263,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11264,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11265,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11266,"ONE-WAY,NOT DIVIDED",DAYLIGHT
11267,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11268,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - ROADWAY NOT LIGHTED
11269,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11270,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11271,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11272,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - ROADWAY NOT LIGHTED
11273,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11274,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11275,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11276,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11277,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11278,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11279,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11280,UNKNOWN,UNKNOWN
11281,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11282,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11283,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11284,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11285,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11286,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11287,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11288,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11289,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11290,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11291,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11292,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11293,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11294,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11295,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11296,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11297,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11298,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11299,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11300,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11301,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11302,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11303,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11304,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11305,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11306,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - ROADWAY NOT LIGHTED
11307,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11308,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11309,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
11310,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11311,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11312,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11313,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11314,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11315,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11316,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11317,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11318,"TWO-WAY,NOT DIVIDED",DUSK
11319,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11320,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11321,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11322,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11323,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11324,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11325,"ONE-WAY,NOT DIVIDED",DAYLIGHT
11326,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - ROADWAY NOT LIGHTED
11327,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11328,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
11329,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11330,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
11331,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11332,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DUSK
11333,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11334,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11335,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11336,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11337,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11338,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11339,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11340,"TWO-WAY,NOT DIVIDED",DARK - UNKNOWN LIGHTING
11341,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11342,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
11343,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11344,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11345,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11346,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11347,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11348,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11349,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11350,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11351,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11352,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11353,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11354,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11355,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11356,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11357,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11358,"ONE-WAY,NOT DIVIDED",DAYLIGHT
11359,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11360,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11361,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11362,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
11363,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11364,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11365,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11366,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11367,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
11368,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11369,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - ROADWAY NOT LIGHTED
11370,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11371,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
11372,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11373,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11374,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
11375,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11376,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11377,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11378,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
11379,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11380,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11381,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11382,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
11383,"ONE-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
11384,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
11385,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
11386,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11387,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11388,"TWO-WAY,NOT DIVIDED",DUSK
11389,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
11390,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11391,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
11392,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11393,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11394,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11395,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11396,"TWO-WAY,NOT DIVIDED",DAYLIGHT
11397,UNKNOWN,UNKNOWN
11398,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11399,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11400,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
11401,"TWO-WAY,NOT DIVIDED",DAYLIGHT
